tweet_id,tweet,sentiment
5653,RT @mention Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell &amp; Back Again at our #SXSW party,1
3796,"Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out! #justsaying",2
2592,"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",2
3615,over 1k views! RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},1
4797,&quot;@mention Register for our private beta and to win an Apple TV during  #SXSW! Visit {link} for details&quot;,1
3951,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw,2
8511,"Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",2
283,"At #SXSW, Apple schools the marketing experts {link}",2
276,ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,2
7049,20% of #google searches are for local information. #Mayer #sxsw,1
7704,"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1
4266,"First of many at #sxsw. &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",1
7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),2
7812,"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",1
6874,"RT @mention We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",2
274,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",1
3638,"@mention If you're looking for a space to set up meetings at #sxsw, why don't you stop by Arthaus! Check it out: {link}",1
8965,Apparently #Apple has cornered the live demo market. It's not as easy as it looks. #MarissaGoogle #sxsw,1
2829,Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,2
644,Last year I traveled too heavy...this year too light. I'll get it right next year. Left my iPad at home. #sxsw,1
6044,"RT @mention HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",2
1356,Mint.com - confines of coding for iPhone app 'a luxury' didn't have to worry about learning diff phone versions #SXSW #GSDM #sxswmobileapps,2
6996,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and youÛªll get to make your own iPhone case!",2
9069,@mention You're not sure how many you ate? That IS a #drunkwalrus. Check out &quot;Gourdoughs&quot; when you're at #sxsw (Google 'em),1
2212,Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months,2
1817,&quot;...a full service web app (MAC)...&quot; - I can only assume that this is something like an iPhone app for Internet Explorer. #sxsw,1
4743,"#SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link}",1
8842,Don't know what bands to see at #SXSW?  The Festival Explorer Austin Edition will help you decide!  {link},1
3868,iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,2
521,Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link},1
5410,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID",0
5746,"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",2
1475,"It begins. Happy Friday everyone!!! #SXSW starting, Spring Break, iPad 2 releasing today, Pre-order @mention music {link}",1
1507,Wow. That's dedication RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,2
3889,iPhone crisis at #sxsw Phone is stuck on silver logo screen. Has been for last 15 minutes. Help?,0
6201,RT @mention just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,1
8524,"#SXSW protip: if your iPhone keeps saying it has no internet connection but you have a good signal, turn off 3G. Edge works perfectly.",1
5119,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",2
3200,Learning from Google this afternoon. Woot! #sxsw  {link},2
1215,On my way to #sxsw. But I forgot my iPad! %^*%#!! (@mention Cleveland Hopkins Airport w/ 2 others) {link},2
1173,"Will I be the only one at #sxsw with a blackberry, a dell &amp; no iPad? Feeling like a dork @mention a geek conference. Does that make sense? :(",1
8069,A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link},1
7886,"#Google is not coming out with a social network at #SXSW. Doesn't mean they're not working on something, though. #technews",1
2858,Hard to keep up on all the #SXSW back channels   Used to be just Twitter.  Need a priority alerts feature ala Google in-box.,1
2444,Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released,2
3579,@mention I'm going to #SXSW let's meet up! I can't use @mention yet because I have an Android phone but show me how it works!,0
8376,#sxsw wanted to get this right #dokobots really ingenious #iPhone game.,2
1725,Enjoying #SXSW Radio Station {link} If you have an iphone use link {link} &amp; plug it into your sound system.,2
8281,"It's about that time. Time to restock business cards, charge the iPad/cell phone/camera, set alarms, &amp; sleep off the day's #SXSW overload.",1
8257,"Is it just me or are @mention jokes on his #sxsw keynote trying to hard but kind of flat?  Android, spitzer, etc.?",1
256,Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,1
2677,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",0
1657,@mention &amp; @mention were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content) #sxsw,1
1449,I KNEW IT! RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,1
8917,At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},1
5237,RT @mention #iPad design tip: if it looks like a physical object ppl will interact with it like itÛªs one&quot; #sxsw #tapworthy #gsdm,2
1919,Can you make it to this spot tonight before 11:30?  {link}   #sxsw #flashmob #kickball #6thstreet,1
711,.@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},1
8210,Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,2
3414,"nuanced sharing' --&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1
4959,Q from Google on Hulu Barry Diller: &quot;i don't know how it will end up. Good intentions...now what do we do?...tremendous conflict&quot; #sxsw,1
4403,"So between @mention @mention google places, and @mention which one do I check in to? I need a check-in aggregator! #SXSW #sxswedu",1
1850,Is Marissa@mention #SXSW wearing a Missoni top????,1
5186,RT @mention &quot;it's not about affirmative action; having women on product team [at Google] literally made the product better&quot; #SXSW #nptech,2
4599,"Backpacking #SXSW today, we'll see what kind of conversations my Google Cr-48 brings.",1
8221,Won a gift certificate to Apple at the Nonprofit Meetup! Hooray for nonprofits and Apple! #sxsw #iPad2time,2
9081,Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.,1
1139,Pics from the #apple #ipad2 line at #SXSW #fb  {link} {link} http://t.co/26SVO3m,1
8170,crazy!  RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,1
5530,RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,1
3664,Marissa Miller of Google makes shout out to the  Khan Academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention,2
1656,@mention &amp; @mention are wearing what I have been up to all day at #SXSW for @mention #iPhone #iosdevices {link},1
2787,#AAPL already the big winner at #sxsw {link} #in,1
78,"iPad2? RT @mention Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW",1
1462,Love this!!!! RT @mention  RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch,2
6274,RT @mention Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},2
6114,"RT @mention if you're racing around #sxsw, you best be fueling up with great local fare
#eatshopaustinapp {link}",1
3324,@mention good thing there's a mobile apple store at #sxsw :),1
5199,"RT @mention &quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",2
985,Hey #SXSW our new iPad app Dexteria is now available {link} like us on Facebook {link},2
271,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,2
4938,At the google dev event surrounded by people much smarter than me. Rock on! #sxsw,1
8485,"#sxsw
Austin Apple store security guard enjoying the new ipad2",1
3377,Meet The Guy Who Bought The First iPad 2 At The SXSW Apple Pop-Up Store - TechCrunch {link} #sxsw,1
1604,Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il,2
1212,"Not going to #SXSW ? Doesnt matter, its not the only place giving away #Apple products :) {link}",1
8496,Apple setting up a temporary store at #SXSW to sell the #iPad2. Crazy? Brilliant? Convenient? {link}  #apple #news #SXSWi,3
5866,RT @mention google to launch a social network at #sxsw today?,1
6292,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,2
7480,"Google Maps are so useful, how can it get any better? #sxsw",2
2634,Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud,1
3074,There's yet *another line* at the Austin Apple store for IPad 2! Going well around the block! #SXSW,1
8309,This tweet was sent from the popup Apple store at 6th and Congress #sxsw Austin,1
9065,Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?! @mention @mention @mention @mention ;),1
4154,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",2
6389,RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},0
3129,Novelty of #iPad news #apps fades fast among digital delegates - Aron Pilhofer of the NYT &amp; Khoi Vinh {link}  #media #SXSW,0
4984,Team Android party at Lustre Pearl; so nice to be among my people!! #SXSW,2
8830,"Hey, #SXSW peeps: Go hang out w/ Burners now! {link} Burn-B-Q at Pan-American Park 5-8pm: {link} cc @mention",1
4758,"#sxsw @mention #devops: @mention (umm. Meant, go Google &quot;why complex systems fail&quot;, written by doctor. reads like IT guy. :)",1
6850,RT @mention Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},1
2779,"C'mon already - @mention to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SxSW",1
2879,Lots of telecommuters &amp; co-workers in the room here.  Ppl using Skype &amp; Google docs a lot. #sxsw #looseorganizations,1
2141,A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,1
3849,@mention is #android app known battery killer? #sxsw,1
2645,#sxsw five faces buried in iphone social apps while standing at a bar...yet having a great time.  I wouldn't believe it if I hadnt lived it.,1
6488,RT @mention RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},2
3481,What's behind #Android's race to No. 1? {link} #smartphones #technology #mobile #sxsw #sxswi,2
8808,Full #SXSW #touchingstories presentation:  {link},1
4324,"Hehe RTÛÏ@mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^Û #mobile",1
8599,Apple rents retail space downtown Austin for #SXSW {link} Must avoid 3-block radius tomorrow (via @mention,1
8356,I just watched &quot;iPad Design Headaches&quot; at #SXSW. Buttons are a hack.  #tapworthy,0
7575,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},0
527,Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,2
5103,RT @mention @mention @mention taking a google tour tomorrow... in the bay area Tom night...flying 2 AUS 4 #SXSW &lt;&lt;lucky you!,1
2447,Near Field Communication already here on android phones. #SXSW #bemyneighbor,2
2155,"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw",1
2055,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",2
3581,@mention I'm guessing there will not be an #Android app in time for #SXSW?,0
8386,iPad hipster #AustinCrowd #SXSW {link},1
892,"HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} via @mention",1
6556,RT @mention RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd! #sxsw,2
6612,RT @mention RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link},2
4869,iPhone too old for #SXSW schedule app. Oh noes.  #rejection,0
388,"Exciting, canÛªt wait! RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}",2
2043,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",2
7671,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,0
1638,"@mention @mention well looks to be true, the #apple store has been revealed #sxsw {link}",1
7253,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,2
8114,#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,2
8397,@mention Thank you Bart for retweeting my iPad 2 &amp; Startup #SXSW Tweets. Are you excited for an iPad 2?,2
3329,My #sxsw Google calendar is getting a little out of control,0
3155,Kicking off the day by checking out the Apple pop up store. #sxsw,1
6643,RT @mention Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,1
2893,[#SXSW] Temporary apple store is just like a real store... by zbowling {link},1
5691,RT @mention Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link},1
1834,It's not a rumor: #Apple is opening up a pop-up store in downtown Austin for #SXSW &amp; iPad 2 launch (via @mention {link},2
8799,How you avoid long lines &amp; jam packed parties at #SXSW with #Hurricane #Party the new #iPhone #App {link} #smm #geo #marketing,1
2,@swonderlin Can not wait for #iPad 2 also. They should sale them down at #SXSW.,2
45,#IPad2 's Û÷#SmartCoverÛª Opens to Instant Access - I should have waited to get one! - {link} #apple #SXSW,2
2504,#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},1
2277,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW",1
1327,We have a winner? :) RT: @mention This is awesome.... How I got an iPad 2 during #SXSW! {link} via @mention @mention,2
4789,&quot;@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},1
2127,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,2
3314,"iPad design session at #sxsw is packed! (@mention Hilton, Salon J w/ 21 others) {link}",2
2768,so awesome! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},1
4095,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},0
9009,Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,2
3027,Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,1
2919,#Apple Opening Temporary #iPad2 Store to Handle #SXSW Demand {link},1
4015,Awaiting Keynote speaker Chris Poole. #SXSW #iPhone  #TwitPict {link},1
1998,@mention Android just got a big call out at #sxsw in they #gamelayer opening keynote. I knew you'd appreciate.,2
567,Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb,0
4793,#SXSW @mention party (@mention Lustre Pearl Bar for Team Android at SXSW w/ @mention @mention {link},1
1378,Apple pop-up store in Austin for #SXSW {link} By @mention (via @mention &lt;&lt; #Brilliant #popupstore #experiential,1
3489,Imagine this is only sight ok during #SXSW... RT @mention Homeless guy panhandling for an iPad 2 america is fucked  {link},1
3015,MyPOV: #verizon wins hands down for network.  Hard to use new services like #beluga with a crappy #att #iphone network #sxsw,1
2158,thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link},1
5178,"RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky,  #SXSW.",1
7060,"Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}",1
7182,Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link},1
5127,"RT @mention @mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",1
5317,RT @mention #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea...,2
7014,Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link},1
6635,RT @mention Rumor at #SXSW that Google will launch a new social network called &quot;Circles&quot;. {link} @mention,1
7987,Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,2
8810,I just saw a blind guy with an iPhone. Only at #SXSW,1
8406,"@mention Thanks Omar, we've updated our story. {link} #sxsw #google",1
3675,"Stopping in for a quick iPhone charge
{link} #SXSW #Macallan",1
1730,Rumor at #SXSW that Google will launch a new social network called &quot;Circles&quot;. {link} @mention,1
4402,". @mention @mention yes, and you know I was Using a little &quot;Jazz Hands&quot; while I said that! #pushio #iPad #winning #sxsw #sxswi",1
544,Zaarly is giving away an iPad 2 during #SxSW to the person with the most beta signup referrals {link} #craigslistkiller,1
4242,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",2
6243,"RT @mention left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",1
8756,Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,2
8961,PDX to #sxsw tomorrow. Drop me a note if you'll be there too. #tmsxsw -- Apple pop-up retail store should be the epicenter of the madness.,2
2949,rad RT @mention Hey dudes @mention is giving away a sampler of bands at #SXSW w/ a free GLASSER track.. Pick it up! {link},1
1237,Apple set to open popup shop in core of #SXSW action {link} (iPad2 on the ground.),1
8812,"Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention Nothing short of magic. {link}",1
3957,@mention just google &quot;Google Circle.&quot; new social network concept originally rumored 2 b released at #sxsw 2 day but now just &quot;soon.&quot;,1
1447,Bout time! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},2
3789,Tuh @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by {link},1
5662,"RT @mention Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",3
2540,@mention discussing salsa ingredients @mention - @mention Industry party #sxsw #welivehere #gsdm,1
783,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention",2
4631,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),0
2422,#bjdproductions Google to launch new social network at #SXSW? {link} #tech,1
1090,@mention  so #jealous of you. #sxsw &amp; you have the new iPad?!,2
7718,"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",1
7252,"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}",1
6962,"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",0
5621,RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,1
3725,Google using Starry Night to demo their streetview-like art project. It's like they're inside my brain. #sxsw,2
4363,I made a movie about the iPad 2 launch at #SXSW {link},1
5989,RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,1
8840,Apple know their target audience. Pop-up shop @mention SxSW to sell iPad 2 on launch day. #SxSW #Apple,2
1267,Social Is Too Important For Google To Screw Up With A Big Launch Circus. #sxsw Via @mention {link},1
6995,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and youÛªll get to make your own iPhone case!",2
1227,"According to Marissa Mayer, 40% of Google Maps usage is mobile. #sxsw",1
8005,#SXSW 41 shades of blue test @mention  {link},1
5084,RT @mention {link} Just wrote a post on the Possible #SXSW blog on iPad design piece I went to yesterday.,1
4142,Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,2
526,Any of my friends at SxSW willing to pick me up an iPad - will pay a premium. DM me #sxsw #atl {link},2
2848,Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a to-be-announced location. Stay tuned!,1
5805,"RT @mention Google announces Check-ins, coupons, deals @mention {link}  #SXSW",1
1425,Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,1
1661,80s hair &amp; Makeup station at @mention @mention #sxsw #partylikeits1986 {link},1
8061,"@mention Soon, in fact, at #SXSW you can play with it on an iPad (at our booth). Are you at the convention?",2
6371,RT @mention Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,2
640,Catch 22Û_ I mean iPad 2 at #SXSW : {link},3
6613,"RT @mention RT @mention The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",1
263,My iPhone app screen for #sxsw what am I missing?   {link},1
5505,"RT @mention At #SXSW Social Hackathon session with Google, Bing, Webtrends and Chzbrgr. Going to figure out how to do this in Mpls/St Paul #bolinsxsw",1
7153,Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},2
7024,#google honors users privacy by letting them see what info of theirs is in the system and allowing them to delete it #marissagoogle #sxsw,2
7793,Google party @mention maggie maes rocks like it's 1986. #sxsw,1
8547,@mention to have temp store at 6th &amp; congress during #sxsw now attendees have no excuse to not be walking around with an #iPad 2! #Austin,2
8867,#SXSW crowd swarms for iPad 2 launch  | @mention {link},2
1002,Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link},2
4160,"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",2
8377,"Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW",1
8809,Don't know 1 user RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,0
5690,RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #dtsxsw #fb,1
6742,"RT @mention The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw",3
6902,RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} #googlecircle,1
6745,RT @mention The iPad 2 is the also a cartoonishly large digital camera. #SXSW #CStejas {link},0
8045,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} by @mention #app,1
5591,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this,1
8574,"My #SXSW toolkit:  laptop+charger, iPhone, H2O, bike, &amp; shades:  I'm a walking Apple ad with a touch of REI.  What's in your #sxswtoolkit?",2
1769,#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link} via @mention,0
6649,RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw,3
4556,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,2
7647,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,0
5490,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",2
6915,"RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",3
2059,Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},2
8776,"Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #girlcrush #sxsw",2
1492,*NEW* WWW.DIVASANDDORKS.COM: Best Of Both Worlds: Apple Pop Up Store Invades SXSW {link} #sxsw,2
8520,Mom (@mention quick - apply for a job @mention they need help identifying this bird through search!  #SXSW  {link},1
4144,Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,1
867,&quot;How many people have iPads?&quot; Whole room raises hand. &quot;iPad 2's?&quot; Half the room raises hand. #stillonamacbook #shame #sxsw #nfusion,2
8522,"Now, @mention tells how the iPad is making more accessible for all people is your site ready? #poursite #sxsw {link}",2
876,Alert the media.  I just saw the one and only Android tablet at #sxsw.  Like finding a needle in a haystack!  I also saw a Cr-48.,2
8879,ReadWriteWeb is reporting Google might launch its new social network at #SXSW today -- {link},1
8739,geeking out? RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw,2
5118,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,2
3518,I wonder how many iPad 2's will be purchased in Austin this Friday?! #SXSW,1
5450,RT @mention Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand {link},1
6347,RT @mention New #UberSocial for #iPhone now in the App Store inclds UberGuide to #SXSW sponsored by #Mashable {link},1
7898,"Tomorrow's panel on #CSS panel features folks from Opera, Chrome, IE, Mozilla and W3C. Apple is downstairs selling iPads. Ahem. #sxsw #apple",1
4399,Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw:  {link},2
8006,Pic - 41 shades of blue google test #sxsw #metricsdrivendesign {link},1
8721,Someone just held up iPad with giant LIKE on it. Love #SXSW.,2
1414,#brandnew: #Google tries the social network again. This time it's #Circles to be launched @mention #SXSW. Perhaps whaÛ_ (cont) {link},1
3356,Download Gowalla 3 for Android. Just in time for #SXSW huh? @mention Foliot International HQ {link},1
1870,"Touch: trackpads first, iPhone, iPad - positives- more natural, don't have to sit, mobile, more relaxed #SXSW #sxswnui",2
2113,RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw,1
8716,"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",1
5545,"RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",1
374,Of course Bing results are good they are Google's:) #SEO #SXSW #qagb,2
5251,RT @mention #Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,2
4987,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",2
6433,"RT @mention Panel at #SxSW called What? Those Guys Are Canadian?  Featuring: The CEOs of HootSuite, Kiip and Syncapse. {link}",1
3811,Win free ipad 2 from webdoc.com #sxsw RT,1
5009,"urThots.com Announces Android Promotion Available to First 25,000 New Users ....  {link} #SXSW #SXSWI",1
89,Thanks to @mention for her mention of our new #Speech iPad apps being showcased at the #SXSW Conf. {link} #sxswh #sxsh,2
886,How did I miss this?! I knew I spotted NFC enabled google places marker at birds! No wonder all the billboard near #sxsw {link},2
2300,"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",0
6921,RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},1
3104,"If 2.68 devices is not enough for you, go to Apple pop-up store at #sxsw for a new iPad2. {link}",1
7231,Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid,1
2350,@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,2
319,"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",1
